full_address,n,newest_created,oldest_created,newest_close,row_n,cum_houses,cumsum_wo,cumpct_wo
103  SCOTT ST,1,2016-11-23T10:04:00Z,2016-11-23T10:04:00Z,2016-11-30T00:00:00Z,6971,0.5396763954478594,23273,0.7965022759163558
103 N POPPLETON ST,1,2019-03-05T22:00:00Z,2019-03-05T22:00:00Z,2019-03-26T00:00:00Z,6972,0.5397538128048308,23274,0.796536500222458
103 S FRANKLINTOWN ROAD,1,2017-03-23T13:54:00Z,2017-03-23T13:54:00Z,2017-03-24T00:00:00Z,6973,0.5398312301618022,23275,0.7965707245285601
1030 N STRICKER ST,1,2016-05-04T14:29:00Z,2016-05-04T14:29:00Z,2016-05-04T00:00:00Z,6974,0.5399086475187737,23276,0.7966049488346624
1030 W FAYETTE ST,1,2018-05-25T15:41:00Z,2018-05-25T15:41:00Z,2018-05-31T00:00:00Z,6975,0.5399860648757452,23277,0.7966391731407646
1030 W SARATOGA ST,1,2018-04-13T15:37:00Z,2018-04-13T15:37:00Z,2018-05-03T00:00:00Z,6976,0.5400634822327166,23278,0.7966733974468667
1031  HARLEM AVE,1,2019-02-06T10:02:00Z,2019-02-06T10:02:00Z,2019-02-07T00:00:00Z,6977,0.540140899589688,23279,0.7967076217529689
1031 E BIDDLE ST,1,2017-12-21T15:20:00Z,2017-12-21T15:20:00Z,2017-12-22T00:00:00Z,6978,0.5402183169466594,23280,0.7967418460590712
1032 N STRICKER ST,1,2016-06-30T12:29:00Z,2016-06-30T12:29:00Z,2016-07-05T00:00:00Z,6979,0.5402957343036309,23281,0.7967760703651734
1034 E NORTH AVE,1,2016-09-19T14:15:00Z,2016-09-19T14:15:00Z,2016-09-22T00:00:00Z,6980,0.5403731516606023,23282,0.7968102946712755
1034 N PATTERSON PARK AVE,1,2018-02-07T14:51:00Z,2018-02-07T14:51:00Z,2018-02-08T00:00:00Z,6981,0.5404505690175737,23283,0.7968445189773777
1035  WOOD HEIGHTS AVE,1,2019-02-13T22:00:00Z,2019-02-13T22:00:00Z,2019-02-19T00:00:00Z,6982,0.5405279863745451,23284,0.79687874328348
1035 N MOUNT ST,1,2017-11-16T11:37:00Z,2017-11-16T11:37:00Z,2017-11-22T00:00:00Z,6983,0.5406054037315166,23285,0.7969129675895821
1035 W LANVALE ST,1,2019-04-03T08:59:00Z,2019-04-03T08:59:00Z,2019-04-04T00:00:00Z,6984,0.5406828210884881,23286,0.7969471918956843
1036  EDMONDSON AVE,1,2019-04-12T14:18:00Z,2019-04-12T14:18:00Z,2019-04-16T00:00:00Z,6985,0.5407602384454595,23287,0.7969814162017865
1036 N STRICKER ST,1,2016-05-04T14:34:00Z,2016-05-04T14:34:00Z,2016-05-04T00:00:00Z,6986,0.5408376558024309,23288,0.7970156405078888
1036 W FAYETTE ST,1,2017-06-05T22:00:00Z,2017-06-05T22:00:00Z,2017-06-06T00:00:00Z,6987,0.5409150731594023,23289,0.7970498648139909
1037  BRANTLEY AVE,1,2016-11-10T10:15:00Z,2016-11-10T10:15:00Z,2016-11-18T00:00:00Z,6988,0.5409924905163738,23290,0.7970840891200931
1037 N CAREY ST,1,2017-10-12T22:00:00Z,2017-10-12T22:00:00Z,2017-10-14T00:00:00Z,6989,0.5410699078733452,23291,0.7971183134261953
1038 N STRICKER ST,1,2016-05-04T14:36:00Z,2016-05-04T14:36:00Z,2016-05-04T00:00:00Z,6990,0.5411473252303166,23292,0.7971525377322974
104  ROCHESTER PL,1,2016-10-09T22:00:00Z,2016-10-09T22:00:00Z,2016-10-11T00:00:00Z,6991,0.541224742587288,23293,0.7971867620383997
104 N POPPLETON ST,1,2017-05-22T12:33:00Z,2017-05-22T12:33:00Z,2017-05-23T00:00:00Z,6992,0.5413021599442595,23294,0.7972209863445019
104 S MORLEY ST,1,2019-03-11T22:00:00Z,2019-03-11T22:00:00Z,2019-03-15T00:00:00Z,6993,0.541379577301231,23295,0.797255210650604
1040 N STRICKER ST,1,2016-04-29T14:03:00Z,2016-04-29T14:03:00Z,2016-05-04T00:00:00Z,6994,0.5414569946582024,23296,0.7972894349567062
1041  HARLEM AVE,1,2018-10-27T22:00:00Z,2018-10-27T22:00:00Z,2018-10-29T00:00:00Z,6995,0.5415344120151738,23297,0.7973236592628085
1041 W FAYETTE ST,1,2016-07-21T15:49:00Z,2016-07-21T15:49:00Z,2016-07-26T00:00:00Z,6996,0.5416118293721452,23298,0.7973578835689107
1042 W SARATOGA ST,1,2017-11-13T16:20:00Z,2017-11-13T16:20:00Z,2017-11-21T00:00:00Z,6997,0.5416892467291167,23299,0.7973921078750128
1043 N FULTON AVE,1,2016-12-19T22:00:00Z,2016-12-19T22:00:00Z,2016-12-28T00:00:00Z,6998,0.5417666640860881,23300,0.797426332181115
1043 W FAYETTE ST,1,2016-08-11T14:56:00Z,2016-08-11T14:56:00Z,2016-08-15T00:00:00Z,6999,0.5418440814430595,23301,0.7974605564872173
1044  ELLICOTT DR,1,2017-12-26T22:00:00Z,2017-12-26T22:00:00Z,2018-01-03T00:00:00Z,7000,0.5419214988000309,23302,0.7974947807933194
1049  BRANTLEY AVE,1,2018-11-19T22:00:00Z,2018-11-19T22:00:00Z,2018-11-20T00:00:00Z,7001,0.5419989161570024,23303,0.7975290050994216
105 N CARROLLTON AVE,1,2018-12-30T22:09:00Z,2018-12-30T22:09:00Z,2019-01-03T00:00:00Z,7002,0.5420763335139739,23304,0.7975632294055238
105 N PULASKI ST,1,2018-11-15T22:00:00Z,2018-11-15T22:00:00Z,2018-11-28T00:00:00Z,7003,0.5421537508709453,23305,0.797597453711626
105 S ADDISON ST,1,2017-02-03T09:24:00Z,2017-02-03T09:24:00Z,2017-02-09T00:00:00Z,7004,0.5422311682279167,23306,0.7976316780177282
105 S CAREY ST,1,2017-10-11T18:14:00Z,2017-10-11T18:14:00Z,2017-10-13T00:00:00Z,7005,0.5423085855848881,23307,0.7976659023238304
105 S DEAN ST,1,2019-04-07T22:00:00Z,2019-04-07T22:00:00Z,2019-04-11T00:00:00Z,7006,0.5423860029418596,23308,0.7977001266299326
105 S FRANKLINTOWN ROAD,1,2017-03-23T13:59:00Z,2017-03-23T13:59:00Z,2017-03-24T00:00:00Z,7007,0.542463420298831,23309,0.7977343509360347
105 S POPPLETON ST,1,2018-06-10T22:00:00Z,2018-06-10T22:00:00Z,2018-06-13T00:00:00Z,7008,0.5425408376558024,23310,0.797768575242137
1051 N KENWOOD AVE,1,2018-12-04T12:45:00Z,2018-12-04T12:45:00Z,2018-12-06T00:00:00Z,7009,0.5426182550127738,23311,0.7978027995482392
1052 W FAYETTE ST,1,2016-03-21T10:01:00Z,2016-03-21T10:01:00Z,2016-03-22T00:00:00Z,7010,0.5426956723697453,23312,0.7978370238543413
1057  ELLICOTT DR,1,2017-07-25T22:00:00Z,2017-07-25T22:00:00Z,2017-07-27T00:00:00Z,7011,0.5427730897267168,23313,0.7978712481604435
106 N SMALLWOOD ST,1,2016-03-30T11:53:00Z,2016-03-30T11:53:00Z,2016-03-31T00:00:00Z,7012,0.5428505070836882,23314,0.7979054724665458
1069 W LEXINGTON ST,1,2019-04-04T22:00:00Z,2019-04-04T22:00:00Z,2019-04-12T00:00:00Z,7013,0.5429279244406596,23315,0.797939696772648
107 E FORT AVE,1,2016-07-14T22:00:00Z,2016-07-14T22:00:00Z,2016-07-18T00:00:00Z,7014,0.543005341797631,23316,0.7979739210787501
107 N HOWARD ST,1,2016-06-16T07:27:00Z,2016-06-16T07:27:00Z,2016-06-17T00:00:00Z,7015,0.5430827591546025,23317,0.7980081453848523
107 N PAYSON ST,1,2017-11-08T13:25:00Z,2017-11-08T13:25:00Z,2017-11-09T00:00:00Z,7016,0.5431601765115739,23318,0.7980423696909545
107 N PULASKI ST,1,2018-09-24T15:04:00Z,2018-09-24T15:04:00Z,2018-10-03T00:00:00Z,7017,0.5432375938685453,23319,0.7980765939970567
107 S FRANKLINTOWN ROAD,1,2017-02-09T16:30:00Z,2017-02-09T16:30:00Z,2017-02-16T00:00:00Z,7018,0.5433150112255167,23320,0.7981108183031589
108  CLAY ST,1,2016-10-10T22:00:00Z,2016-10-10T22:00:00Z,2016-10-12T00:00:00Z,7019,0.5433924285824882,23321,0.7981450426092611
108 N HILTON ST,1,2019-04-26T15:11:00Z,2019-04-26T15:11:00Z,2019-06-11T00:00:00Z,7020,0.5434698459394596,23322,0.7981792669153633
108 S MONASTERY AVE,1,2017-12-06T22:00:00Z,2017-12-06T22:00:00Z,2017-12-19T00:00:00Z,7021,0.5435472632964311,23323,0.7982134912214655
108 S TREMONT ROAD,1,2018-12-04T22:00:00Z,2018-12-04T22:00:00Z,2019-01-14T00:00:00Z,7022,0.5436246806534025,23324,0.7982477155275677
1081 W FAYETTE ST,1,2019-03-11T16:16:00Z,2019-03-11T16:16:00Z,2019-04-01T00:00:00Z,7023,0.543702098010374,23325,0.7982819398336699
1083 W FAYETTE ST,1,2016-12-14T18:06:00Z,2016-12-14T18:06:00Z,2016-12-22T00:00:00Z,7024,0.5437795153673454,23326,0.798316164139772
1085  ELLICOTT DR,1,2017-06-06T14:14:00Z,2017-06-06T14:14:00Z,2017-06-06T00:00:00Z,7025,0.5438569327243168,23327,0.7983503884458742
1085 W FAYETTE ST,1,2016-10-20T22:25:00Z,2016-10-20T22:25:00Z,2016-10-24T00:00:00Z,7026,0.5439343500812882,23328,0.7983846127519765
109 N FULTON AVE,1,2018-02-22T16:41:00Z,2018-02-22T16:41:00Z,2018-03-02T00:00:00Z,7027,0.5440117674382596,23329,0.7984188370580787
1099 W FAYETTE ST,1,2019-07-02T09:24:00Z,2019-07-02T09:24:00Z,NA,7028,0.544089184795231,23330,0.7984530613641808
11 S CALHOUN ST,1,2016-03-01T15:04:00Z,2016-03-01T15:04:00Z,2016-03-02T00:00:00Z,7029,0.5441666021522025,23331,0.798487285670283
11 S FULTON AVE,1,2018-02-22T16:23:00Z,2018-02-22T16:23:00Z,2018-03-02T00:00:00Z,7030,0.544244019509174,23332,0.7985215099763853
11 S HILTON ST,1,2017-01-15T22:00:00Z,2017-01-15T22:00:00Z,2017-01-25T00:00:00Z,7031,0.5443214368661454,23333,0.7985557342824874
11 S SCHROEDER ST,1,2018-09-18T16:00:00Z,2018-09-18T16:00:00Z,2018-10-01T00:00:00Z,7032,0.5443988542231168,23334,0.7985899585885896
110 S CALHOUN ST,1,2018-02-28T17:29:00Z,2018-02-28T17:29:00Z,2018-03-05T00:00:00Z,7033,0.5444762715800883,23335,0.7986241828946918
110 S MONROE ST,1,2018-10-05T08:53:00Z,2018-10-05T08:53:00Z,2018-10-16T00:00:00Z,7034,0.5445536889370597,23336,0.798658407200794
1100  MADISON AVE,1,2017-01-30T22:10:00Z,2017-01-30T22:10:00Z,2017-02-06T00:00:00Z,7035,0.5446311062940311,23337,0.7986926315068962
1100  SARGEANT ST,1,2018-08-07T22:00:00Z,2018-08-07T22:00:00Z,2018-08-13T00:00:00Z,7036,0.5447085236510025,23338,0.7987268558129984
1100  WEDGEWOOD ROAD,1,2018-07-04T22:00:00Z,2018-07-04T22:00:00Z,2018-07-11T00:00:00Z,7037,0.544785941007974,23339,0.7987610801191006
1100  WHITMORE AVE,1,2018-08-25T22:00:00Z,2018-08-25T22:00:00Z,2018-08-27T00:00:00Z,7038,0.5448633583649454,23340,0.7987953044252027
1100 E 20TH ST,1,2019-06-13T13:14:00Z,2019-06-13T13:14:00Z,2019-06-11T00:00:00Z,7039,0.5449407757219169,23341,0.798829528731305
1100 N PATTERSON PARK AVE,1,2017-02-21T15:06:00Z,2017-02-21T15:06:00Z,2017-03-03T00:00:00Z,7040,0.5450181930788883,23342,0.7988637530374072
1100 W LAFAYETTE AVE,1,2017-01-23T13:20:00Z,2017-01-23T13:20:00Z,2017-01-30T00:00:00Z,7041,0.5450956104358597,23343,0.7988979773435093
1101  ASHBURTON ST,1,2017-03-09T22:00:00Z,2017-03-09T22:00:00Z,2017-03-15T00:00:00Z,7042,0.5451730277928312,23344,0.7989322016496115
1101  BETHLEHEM AVE,1,2016-05-19T15:04:00Z,2016-05-19T15:04:00Z,2016-05-24T00:00:00Z,7043,0.5452504451498026,23345,0.7989664259557138
1101 N COLLINGTON AVE,1,2016-04-05T09:01:00Z,2016-04-05T09:01:00Z,2016-04-11T00:00:00Z,7044,0.545327862506774,23346,0.799000650261816
1102  APPLETON ST,1,2017-12-01T09:41:00Z,2017-12-01T09:41:00Z,2017-12-15T00:00:00Z,7045,0.5454052798637454,23347,0.7990348745679181
1102  DARLEY AVE,1,2017-08-12T22:00:00Z,2017-08-12T22:00:00Z,2017-08-16T00:00:00Z,7046,0.54548269722071685,23348,0.7990690988740203
1102  HARLEM AVE,1,2017-12-28T10:36:00Z,2017-12-28T10:36:00Z,2017-12-29T00:00:00Z,7047,0.5455601145776883,23349,0.7991033231801226
1102 E HOFFMAN ST,1,2016-08-17T17:37:00Z,2016-08-17T17:37:00Z,2016-08-19T00:00:00Z,7048,0.5456375319346598,23350,0.7991375474862247
1102 N CARROLLTON AVE,1,2017-10-20T12:14:00Z,2017-10-20T12:14:00Z,2017-10-23T00:00:00Z,7049,0.5457149492916312,23351,0.7991717717923269
1102 W FAYETTE ST,1,2019-06-28T15:38:00Z,2019-06-28T15:38:00Z,2019-07-11T00:00:00Z,7050,0.5457923666486026,23352,0.7992059960984291
1102 W LAFAYETTE AVE,1,2016-05-04T15:03:00Z,2016-05-04T15:03:00Z,2016-05-06T00:00:00Z,7051,0.5458697840055741,23353,0.7992402204045312
1103  PINE HEIGHTS AVE,1,2017-11-18T22:00:00Z,2017-11-18T22:00:00Z,2017-12-12T00:00:00Z,7052,0.5459472013625455,23354,0.7992744447106335
1103  POPLAR GROVE ST,1,2019-06-04T15:48:00Z,2019-06-04T15:48:00Z,2019-06-29T00:00:00Z,7053,0.5460246187195169,23355,0.7993086690167357
1103 N CAREY ST,1,2019-02-15T14:15:00Z,2019-02-15T14:15:00Z,2019-02-20T00:00:00Z,7054,0.5461020360764883,23356,0.7993428933228379
1103 N MILTON AVE,1,2018-02-12T14:41:00Z,2018-02-12T14:41:00Z,2018-02-14T00:00:00Z,7055,0.5461794534334597,23357,0.79937711762894
1104  HARLEM AVE,1,2017-12-27T14:40:00Z,2017-12-27T14:40:00Z,2017-12-28T00:00:00Z,7056,0.5462568707904312,23358,0.7994113419350423
1104 E HOFFMAN ST,1,2017-07-12T15:20:00Z,2017-07-12T15:20:00Z,2017-07-14T00:00:00Z,7057,0.5463342881474027,23359,0.7994455662411445
1104 N CAREY ST,1,2019-01-24T14:25:00Z,2019-01-24T14:25:00Z,2019-01-25T00:00:00Z,7058,0.5464117055043741,23360,0.7994797905472466
1104 N MONTFORD AVE,1,2017-04-14T22:00:00Z,2017-04-14T22:00:00Z,2017-04-20T00:00:00Z,7059,0.5464891228613455,23361,0.7995140148533488
1104 N PATTERSON PARK AVE,1,2017-05-18T09:21:00Z,2017-05-18T09:21:00Z,2017-05-19T00:00:00Z,7060,0.546566540218317,23362,0.7995482391594511
1105  BONAPARTE AVE,1,2016-07-26T22:00:00Z,2016-07-26T22:00:00Z,2016-07-29T00:00:00Z,7061,0.5466439575752884,23363,0.7995824634655533
1105  CARROLL ST,1,2016-09-06T07:47:00Z,2016-09-06T07:47:00Z,2016-09-02T00:00:00Z,7062,0.5467213749322598,23364,0.7996166877716554
1105  MOSHER ST,1,2018-02-09T14:41:00Z,2018-02-09T14:41:00Z,2018-02-09T00:00:00Z,7063,0.5467987922892312,23365,0.7996509120777576
1105  SHERWOOD AVE,1,2017-10-27T22:00:00Z,2017-10-27T22:00:00Z,2017-10-31T00:00:00Z,7064,0.5468762096462026,23366,0.7996851363838599
1105 E FAYETTE ST,1,2016-02-04T15:45:00Z,2016-02-04T15:45:00Z,2016-02-08T00:00:00Z,7065,0.5469536270031741,23367,0.799719360689962
1105 N MOUNT ST,1,2019-04-10T19:03:00Z,2019-04-10T19:03:00Z,2019-04-10T00:00:00Z,7066,0.5470310443601455,23368,0.7997535849960642
1105 N PATTERSON PARK AVE,1,2018-10-01T13:00:00Z,2018-10-01T13:00:00Z,2018-10-02T00:00:00Z,7067,0.547108461717117,23369,0.7997878093021664
1105 W LEXINGTON ST,1,2019-03-08T15:36:00Z,2019-03-08T15:36:00Z,2019-03-26T00:00:00Z,7068,0.5471858790740884,23370,0.7998220336082686
1106  MCDONOGH ST,1,2017-04-07T16:13:00Z,2017-04-07T16:13:00Z,2017-04-10T00:00:00Z,7069,0.5472632964310599,23371,0.7998562579143708
1106 E 20TH ST,1,2016-04-05T10:31:00Z,2016-04-05T10:31:00Z,2016-04-11T00:00:00Z,7070,0.5473407137880313,23372,0.799890482220473
1106 N CAREY ST,1,2019-01-24T14:30:00Z,2019-01-24T14:30:00Z,2019-01-25T00:00:00Z,7071,0.5474181311450027,23373,0.7999247065265752
1106 N FREMONT AVE,1,2017-02-16T15:47:00Z,2017-02-16T15:47:00Z,2017-02-27T00:00:00Z,7072,0.5474955485019741,23374,0.7999589308326773
1106 N FULTON AVE,1,2019-06-14T13:04:00Z,2019-06-14T13:04:00Z,2019-06-25T00:00:00Z,7073,0.5475729658589455,23375,0.7999931551387796
1106 N PARRISH ST,1,2018-08-04T22:00:00Z,2018-08-04T22:00:00Z,2018-08-06T00:00:00Z,7074,0.547650383215917,23376,0.8000273794448818
1107  APPLETON ST,1,2019-02-21T12:03:00Z,2019-02-21T12:03:00Z,2019-03-21T00:00:00Z,7075,0.5477278005728884,23377,0.8000616037509839
1107  HOMESTEAD ST,1,2016-03-28T22:00:00Z,2016-03-28T22:00:00Z,2016-03-30T00:00:00Z,7076,0.5478052179298599,23378,0.8000958280570861
1107 N CAREY ST,1,2019-05-23T12:45:00Z,2019-05-23T12:45:00Z,2019-05-22T00:00:00Z,7077,0.5478826352868313,23379,0.8001300523631883
1107 N CARROLLTON AVE,1,2016-08-30T12:32:00Z,2016-08-30T12:32:00Z,2016-08-31T00:00:00Z,7078,0.5479600526438028,23380,0.8001642766692906
1108  DARLEY AVE,1,2017-06-16T22:00:00Z,2017-06-16T22:00:00Z,2017-06-21T00:00:00Z,7079,0.5480374700007742,23381,0.8001985009753927
1108 E HOFFMAN ST,1,2017-08-18T15:17:00Z,2017-08-18T15:17:00Z,2017-08-21T00:00:00Z,7080,0.5481148873577456,23382,0.8002327252814949
1109  GREENMOUNT AVE,1,2016-04-06T13:54:00Z,2016-04-06T13:54:00Z,2016-04-11T00:00:00Z,7081,0.548192304714717,23383,0.8002669495875971
1109  MCDONOGH ST,1,2017-04-07T15:10:00Z,2017-04-07T15:10:00Z,2017-04-10T00:00:00Z,7082,0.5482697220716884,23384,0.8003011738936993
1109  WINCHESTER ST,1,2019-05-29T15:39:00Z,2019-05-29T15:39:00Z,2019-06-01T00:00:00Z,7083,0.5483471394286599,23385,0.8003353981998015
1109 N PATTERSON PARK AVE,1,2018-07-18T13:30:00Z,2018-07-18T13:30:00Z,2018-07-19T00:00:00Z,7084,0.5484245567856313,23386,0.8003696225059037
1109 W BALTIMORE ST,1,2016-08-04T09:06:00Z,2016-08-04T09:06:00Z,2016-08-05T00:00:00Z,7085,0.5485019741426028,23387,0.8004038468120059
111  DENISON ST,1,2018-08-05T22:00:00Z,2018-08-05T22:00:00Z,2018-08-09T00:00:00Z,7086,0.5485793914995742,23388,0.800438071118108
111 N BENTALOU ST,1,2016-07-12T08:43:00Z,2016-07-12T08:43:00Z,2016-07-13T00:00:00Z,7087,0.5486568088565457,23389,0.8004722954242103
111 S CALHOUN ST,1,2016-01-11T16:15:00Z,2016-01-11T16:15:00Z,2016-01-13T00:00:00Z,7088,0.5487342262135171,23390,0.8005065197303125
1110  EDMONDSON AVE,1,2018-08-07T11:02:00Z,2018-08-07T11:02:00Z,2018-08-09T00:00:00Z,7089,0.5488116435704885,23391,0.8005407440364146
1110  MCDONOGH ST,1,2016-05-10T22:00:00Z,2016-05-10T22:00:00Z,2016-05-12T00:00:00Z,7090,0.5488890609274599,23392,0.8005749683425168
1110  WEDGEWOOD ROAD,1,2017-08-17T22:00:00Z,2017-08-17T22:00:00Z,2017-08-24T00:00:00Z,7091,0.5489664782844313,23393,0.8006091926486191
1110 E BALTIMORE ST,1,2016-04-15T12:02:00Z,2016-04-15T12:02:00Z,2016-04-15T00:00:00Z,7092,0.5490438956414028,23394,0.8006434169547212
1110 E HOFFMAN ST,1,2017-10-11T12:30:00Z,2017-10-11T12:30:00Z,2017-10-13T00:00:00Z,7093,0.5491213129983742,23395,0.8006776412608234
1110 N MILTON AVE,1,2017-11-03T08:45:00Z,2017-11-03T08:45:00Z,2017-11-06T00:00:00Z,7094,0.5491987303553457,23396,0.8007118655669256
1110 N MONROE ST,1,2016-03-15T09:58:00Z,2016-03-15T09:58:00Z,2016-03-16T00:00:00Z,7095,0.5492761477123171,23397,0.8007460898730279
1111  WINCHESTER ST,1,2019-05-14T14:53:00Z,2019-05-14T14:53:00Z,2019-05-20T00:00:00Z,7096,0.5493535650692886,23398,0.80078031417913
1111 N CENTRAL AVE,1,2017-10-03T13:30:00Z,2017-10-03T13:30:00Z,2017-10-04T00:00:00Z,7097,0.54943098242626,23399,0.8008145384852322
1112  APPLETON ST,1,2017-02-21T11:17:00Z,2017-02-21T11:17:00Z,2017-02-28T00:00:00Z,7098,0.5495083997832314,23400,0.8008487627913344
1112 E 20TH ST,1,2019-03-12T10:48:00Z,2019-03-12T10:48:00Z,2019-03-13T00:00:00Z,7099,0.5495858171402028,23401,0.8008829870974365
1112 N AUGUSTA AVE,1,2017-09-07T22:00:00Z,2017-09-07T22:00:00Z,2017-09-12T00:00:00Z,7100,0.5496632344971742,23402,0.8009172114035388
1112 N MONROE ST,1,2018-08-22T17:08:00Z,2018-08-22T17:08:00Z,2018-08-27T00:00:00Z,7101,0.5497406518541457,23403,0.800951435709641
1112 S CAREY ST,1,2017-01-19T22:00:00Z,2017-01-19T22:00:00Z,2017-01-24T00:00:00Z,7102,0.5498180692111171,23404,0.8009856600157432
1113  ELLICOTT DR,1,2017-02-23T22:00:00Z,2017-02-23T22:00:00Z,2017-03-04T00:00:00Z,7103,0.5498954865680886,23405,0.8010198843218453
1113 E 20TH ST,1,2018-01-09T13:17:00Z,2018-01-09T13:17:00Z,2018-01-12T00:00:00Z,7104,0.54997290392506,23406,0.8010541086279476
1113 N BOND ST,1,2016-03-31T15:10:00Z,2016-03-31T15:10:00Z,2016-04-04T00:00:00Z,7105,0.5500503212820315,23407,0.8010883329340498
1113 N CAREY ST,1,2016-09-15T16:15:00Z,2016-09-15T16:15:00Z,2016-09-20T00:00:00Z,7106,0.5501277386390029,23408,0.8011225572401519
1113 N STOCKTON ST,1,2018-06-10T22:00:00Z,2018-06-10T22:00:00Z,2018-06-12T00:00:00Z,7107,0.5502051559959743,23409,0.8011567815462541
1113 N STRICKER ST,1,2017-01-05T14:18:00Z,2017-01-05T14:18:00Z,2017-01-17T00:00:00Z,7108,0.5502825733529457,23410,0.8011910058523564
1114  RUTLAND AVE,1,2016-12-21T16:03:00Z,2016-12-21T16:03:00Z,2017-01-03T00:00:00Z,7109,0.5503599907099171,23411,0.8012252301584586
1114 N PATTERSON PARK AVE,1,2016-01-08T16:22:00Z,2016-01-08T16:22:00Z,2016-01-12T00:00:00Z,7110,0.5504374080668886,23412,0.8012594544645607
1115  APPLETON ST,1,2018-02-01T15:08:00Z,2018-02-01T15:08:00Z,2018-02-05T00:00:00Z,7111,0.55051482542386,23413,0.8012936787706629
1115  ASHBURTON ST,1,2016-10-12T15:53:00Z,2016-10-12T15:53:00Z,2016-10-13T00:00:00Z,7112,0.5505922427808314,23414,0.8013279030767652
1115  POPLAR GROVE ST,1,2017-01-31T09:41:00Z,2017-01-31T09:41:00Z,2017-02-08T00:00:00Z,7113,0.5506696601378029,23415,0.8013621273828673
1115 N MONROE ST,1,2017-11-01T13:13:00Z,2017-11-01T13:13:00Z,2017-11-04T00:00:00Z,7114,0.5507470774947744,23416,0.8013963516889695
1116  SPRINGFIELD AVE,1,2018-09-13T22:00:00Z,2018-09-13T22:00:00Z,2018-09-17T00:00:00Z,7115,0.5508244948517458,23417,0.8014305759950717
1116 N CAREY ST,1,2017-08-31T12:31:00Z,2017-08-31T12:31:00Z,2017-09-01T00:00:00Z,7116,0.5509019122087172,23418,0.8014648003011738
1117  ASHBURTON ST,1,2016-04-29T17:15:00Z,2016-04-29T17:15:00Z,2016-05-04T00:00:00Z,7117,0.5509793295656886,23419,0.8014990246072761
1117  CARROLL ST,1,2016-01-06T10:30:00Z,2016-01-06T10:30:00Z,2016-01-08T00:00:00Z,7118,0.55105674692266,23420,0.8015332489133783
1117  GORSUCH AVE,1,2017-12-02T22:00:00Z,2017-12-02T22:00:00Z,2017-12-06T00:00:00Z,7119,0.5511341642796315,23421,0.8015674732194805
1117  POPLAR GROVE ST,1,2018-12-15T10:20:00Z,2018-12-15T10:20:00Z,2018-12-18T00:00:00Z,7120,0.5512115816366029,23422,0.8016016975255826
1117 N CAROLINE ST,1,2017-09-20T12:15:00Z,2017-09-20T12:15:00Z,2017-09-22T00:00:00Z,7121,0.5512889989935743,23423,0.8016359218316849
1117 N COLLINGTON AVE,1,2017-03-16T16:16:00Z,2017-03-16T16:16:00Z,2017-03-20T00:00:00Z,7122,0.5513664163505458,23424,0.8016701461377871
1117 N MONTFORD AVE,1,2017-01-19T17:08:00Z,2017-01-19T17:08:00Z,2017-01-30T00:00:00Z,7123,0.5514438337075173,23425,0.8017043704438892
1118  HOMEWOOD AVE,1,2018-01-10T09:55:00Z,2018-01-10T09:55:00Z,2018-01-11T00:00:00Z,7124,0.5515212510644887,23426,0.8017385947499914
1118  MONTPELIER ST,1,2016-11-25T12:07:00Z,2016-11-25T12:07:00Z,2016-12-02T00:00:00Z,7125,0.5515986684214601,23427,0.8017728190560937
1118  RIGGS AVE,1,2016-05-03T12:34:00Z,2016-05-03T12:34:00Z,2016-05-04T00:00:00Z,7126,0.5516760857784315,23428,0.8018070433621959
1118 S CAREY ST,1,2017-02-02T15:34:00Z,2017-02-02T15:34:00Z,2017-02-09T00:00:00Z,7127,0.551753503135403,23429,0.801841267668298
1119  GREENMOUNT AVE,1,2019-03-06T09:16:00Z,2019-03-06T09:16:00Z,2019-03-07T00:00:00Z,7128,0.5518309204923744,23430,0.8018754919744002
1119  HARLEM AVE,1,2017-12-14T13:49:00Z,2017-12-14T13:49:00Z,2017-12-15T00:00:00Z,7129,0.5519083378493458,23431,0.8019097162805024
1119  MYRTLE AVE,1,2018-01-16T15:34:00Z,2018-01-16T15:34:00Z,2018-01-18T00:00:00Z,7130,0.5519857552063172,23432,0.8019439405866046
1119  POPLAR GROVE ST,1,2018-01-22T14:52:00Z,2018-01-22T14:52:00Z,2018-02-01T00:00:00Z,7131,0.5520631725632887,23433,0.8019781648927068
1119  WASHINGTON BLVD,1,2018-10-18T22:00:00Z,2018-10-18T22:00:00Z,2018-10-24T00:00:00Z,7132,0.5521405899202602,23434,0.802012389198809
1119 N CAREY ST,1,2017-08-31T12:40:00Z,2017-08-31T12:40:00Z,2017-09-01T00:00:00Z,7133,0.5522180072772316,23435,0.8020466135049112
1119 S CAREY ST,1,2019-06-13T22:00:00Z,2019-06-13T22:00:00Z,2019-07-15T00:00:00Z,7134,0.552295424634203,23436,0.8020808378110134
112 N PAYSON ST,1,2017-02-22T08:55:00Z,2017-02-22T08:55:00Z,2017-03-02T00:00:00Z,7135,0.5523728419911744,23437,0.8021150621171156
112 S CAREY ST,1,2016-12-21T16:57:00Z,2016-12-21T16:57:00Z,2017-01-03T00:00:00Z,7136,0.5524502593481458,23438,0.8021492864232178
